canonical_key,term_de,article,pos,translations_ja,translations_en,prateritum,partizip_ii,plural,notes,levels,sources,categories
nicht,nicht,,adv,〜ない,not,,,,,A1,german_vocab_master.xlsx,adv | A1
nichtsdestotrotz,nichtsdestotrotz,,adv,それにもかかわらず,nonetheless,,,,,C1,german_vocab_master.xlsx,adv | C1
nichtsdestoweniger,nichtsdestoweniger,,adv,それにもかかわらず,nevertheless,,,,,C1,german_vocab_master.xlsx,adv | C1
nie,nie,,adv,決して〜ない,never,,,,,A1,german_vocab_master.xlsx,adv | A1
niederlage,die Niederlage,die,noun,敗北,defeat,,,die Niederlagen,,A2,german_vocab_master.xlsx,Freizeit | noun | A2
niedrig,niedrig,,adj,低い,low,,,,,A1,german_vocab_master.xlsx,adj | A1
niere,die Niere,die,noun,腎臓,kidney,,,die Nieren,,A2,german_vocab_master.xlsx,noun | A2
nirgendwo,nirgendwo,,adv,どこにも～ない,nowhere,,,,,A2,german_vocab_master.xlsx,adv | A2
noch,noch,,adv,まだ,still,,,,,A1,german_vocab_master.xlsx,adv | A1
norm,die Norm,die,noun,規範,norm,,,die Normen,,C1,german_vocab_master.xlsx,noun | C1
normal,normal,,adj,普通の,normal,,,,,A2,german_vocab_master.xlsx,adj | A2
normalerweise,normalerweise,,adv,通常は,normally,,,,,A2,german_vocab_master.xlsx,adv | A2
notarzt,der Notarzt,der,noun,救急医,emergency doctor,,,die Notärzte,,A2,german_vocab_master.xlsx,Gesundheit | noun | A2
note,die Note,die,noun,成績,grade,,,die Noten,,A1,german_vocab_master.xlsx,Schule | noun | A1
notieren,notieren,,verb,書き留める,to note,notierte,hat notiert,,,A2,german_vocab_master.xlsx,Schule | verb | A2
notwendig,notwendig,,adj,必要な,necessary / essential,,,,,B1,german_vocab_master.xlsx,adj | B1
november,der November,der,noun,11月,November,,,,,A1,german_vocab_master.xlsx,Zeit | noun | A1
nuancieren,nuancieren,,verb,ニュアンスを付ける,to nuance,nuancierte,hat nuanciert,,,C1,german_vocab_master.xlsx,verb | C1
nuanciert,nuanciert,,adj,ニュアンスのある,nuanced,,,,,C1,german_vocab_master.xlsx,adj | C1
nudel,die Nudel,die,noun,麺,noodle,,,die Nudeln,,A1,german_vocab_master.xlsx,Essen | noun | A1
nudeln,die Nudeln,die,noun,麺,noodles,,,,plural,A2,german_vocab_master.xlsx,noun | A2
numerus clausus,der Numerus clausus,der,noun,成績制限値,numerus clausus,,,,,B2,german_vocab_master.xlsx,Bildung | noun | B2
nummer,die Nummer,die,noun,番号,number,,,die Nummern,,A1,german_vocab_master.xlsx,noun | A1
nur,nur,,adv,〜だけ,only,,,,,A1,german_vocab_master.xlsx,adv | A1
nutzlos,nutzlos,,adj,無用な,useless,,,,,A2,german_vocab_master.xlsx,adj | A2
näherkommen,näherkommen,,verb,近づく,to get closer / approach,kam näher,nähergekommen,,,B1,german_vocab_master.xlsx,verb | B1
nämlich,nämlich,,adv,つまり,namely / that is to say,,,,,B1,german_vocab_master.xlsx,adv | B1
nötig,nötig,,adj,必要な,necessary / needed,,,,,B1,german_vocab_master.xlsx,adj | B1
nützlich,nützlich,,adj,役に立つ,useful,,,,,A2,german_vocab_master.xlsx,adj | A2
ob,ob,,conj,〜かどうか,whether,,,,subord.,A1,german_vocab_master.xlsx,conj | A1
oben,oben,,adv,上に,above,,,,,A1,german_vocab_master.xlsx,adv | A1
oberschicht,die Oberschicht,die,noun,上流階級,upper class,,,die Oberschichten,,C1,german_vocab_master.xlsx,Gesellschaft | noun | C1
obst,das Obst,das,noun,果物,fruit,,,,collective,A1,german_vocab_master.xlsx,Essen | noun | A1
obwohl,obwohl,,conj,～にもかかわらず,although,,,,subordinating,A2,german_vocab_master.xlsx,conj | A2
oder,oder,,conj,または,or,,,,,A1,german_vocab_master.xlsx,conj | A1
offen,offen,,adj,開いている,open,,,,,A1,german_vocab_master.xlsx,adj | A1
offenkundig,offenkundig,,adj,明白な,evident,,,,,C1,german_vocab_master.xlsx,adj | C1
offenlegen,offenlegen,,verb,明らかにする,to disclose,legte offen,hat offengelegt,,,C1,german_vocab_master.xlsx,verb | C1
offensichtlich,offensichtlich,,adj,明らかな,obvious,,,,,B2,german_vocab_master.xlsx,adj | B2
offiziell,offiziell,,adj,公式の,official,,,,,B2,german_vocab_master.xlsx,adj | B2
offline,offline,,adj,オフラインの,offline,,,,,A2,german_vocab_master.xlsx,adj | A2
oft,oft,,adv,よく,often,,,,,A1,german_vocab_master.xlsx,adv | A1
ohne,ohne,,prep,〜なしで,without,,,,+ Akk.,A1,german_vocab_master.xlsx,prep | A1
ohne zweifel,ohne Zweifel,,phrase,疑いなく,without doubt,,,,,B2,german_vocab_master.xlsx,phrase | B2
ohr,das Ohr,das,noun,耳,ear,,,die Ohren,,A1,german_vocab_master.xlsx,noun | A1
okay,okay,,interj,オーケー,okay,,,,,A1,german_vocab_master.xlsx,interj | A1
oktober,der Oktober,der,noun,10月,October,,,,,A1,german_vocab_master.xlsx,Zeit | noun | A1
oma,die Oma,die,noun,おばあちゃん,grandma,,,die Omas,,A1,german_vocab_master.xlsx,Familie | noun | A1
onkel,der Onkel,der,noun,おじ,uncle,,,die Onkel,,A1,german_vocab_master.xlsx,Familie | noun | A1
online,online,,adj,オンラインの,online,,,,,A2,german_vocab_master.xlsx,adj | A2
opa,der Opa,der,noun,おじいちゃん,grandpa,,,die Opas,,A1,german_vocab_master.xlsx,Familie | noun | A1
oper,die Oper,die,noun,オペラ,opera,,,die Opern,,A2,german_vocab_master.xlsx,Freizeit | noun | A2
operation,die Operation,die,noun,手術,operation,,,die Operationen,,A2,german_vocab_master.xlsx,Gesundheit | noun | A2
opposition,die Opposition,die,noun,野党,opposition,,,die Oppositionen,,C1,german_vocab_master.xlsx,Politik | noun | C1
optimal,optimal,,adj,最適な,optimal,,,,,B2,german_vocab_master.xlsx,adj | B2
orange,orange,die,adj,オレンジ色の | オレンジ,orange,,,die Orangen,uninflected,A1,german_vocab_master.xlsx,Essen | Farben | adj | A1 | noun
ordnen,ordnen,,verb,整える,to arrange,ordnete,hat geordnet,,,A2,german_vocab_master.xlsx,verb | A2
ordner,der Ordner,der,noun,フォルダ,folder,,,die Ordner,,A2,german_vocab_master.xlsx,noun | A2
ozean,der Ozean,der,noun,海洋,ocean,,,die Ozeane,,A2,german_vocab_master.xlsx,noun | A2
paket,das Paket,das,noun,小包,package,,,die Pakete,,A2,german_vocab_master.xlsx,noun | A2
papier,das Papier,das,noun,紙,paper,,,die Papiere,,A1,german_vocab_master.xlsx,noun | A1
paprika,die Paprika,die,noun,パプリカ,bell pepper,,,die Paprikas,,A2,german_vocab_master.xlsx,Essen | noun | A2
paradox,paradox,,adj,逆説的な,paradoxical,,,,,C1,german_vocab_master.xlsx,adj | C1
park,der Park,der,noun,公園,park,,,die Parks,,A1,german_vocab_master.xlsx,Freizeit | noun | A1
partei,die Partei,die,noun,政党／当事者,party (political) / party (legal),,,die Parteien,,B1,german_vocab_master.xlsx,Freizeit | noun | B1
pass,der Pass,der,noun,パスポート,passport,,,die Pässe,,A1,german_vocab_master.xlsx,Reisen | noun | A1
passwort,das Passwort,das,noun,パスワード,password,,,die Passwörter,,A2,german_vocab_master.xlsx,noun | A2
patient,der Patient,der,noun,患者,patient (m),,,die Patienten,n-decl,A2,german_vocab_master.xlsx,Gesundheit | noun | A2
patientin,die Patientin,die,noun,患者（女）,patient (f),,,die Patientinnen,,A2,german_vocab_master.xlsx,Gesundheit | noun | A2
pause,die Pause,die,noun,休憩,break,,,die Pausen,,A2,german_vocab_master.xlsx,noun | A2
pension,die Pension,die,noun,民宿,guesthouse,,,die Pensionen,,A2,german_vocab_master.xlsx,Reisen | noun | A2
perfekt,perfekt,,adj,完璧な,perfect,,,,,B2,german_vocab_master.xlsx,adj | B2
personalabteilung,die Personalabteilung,die,noun,人事部,HR department / personnel department,,,die Personalabteilungen,,B1,german_vocab_master.xlsx,noun | B1
personalbeauftragte,der Personalbeauftragte,der,noun,人事担当者,HR officer / personnel officer,,,die Personalbeauftragten,,B1,german_vocab_master.xlsx,noun | B1
perspektive,die Perspektive,die,noun,視点,perspective,,,die Perspektiven,,B2,german_vocab_master.xlsx,noun | B2
persönlichkeit,die Persönlichkeit,die,noun,人格,personality,,,die Persönlichkeiten,,B2,german_vocab_master.xlsx,Gefühle | noun | B2
pfeffer,der Pfeffer,der,noun,コショウ,pepper,,,,,A2,german_vocab_master.xlsx,Essen | noun | A2
pferd,das Pferd,das,noun,馬,horse,,,die Pferde,,A2,german_vocab_master.xlsx,noun | A2
pflanze,die Pflanze,die,noun,植物,plant,,,die Pflanzen,,A2,german_vocab_master.xlsx,noun | A2
pflaster,das Pflaster,das,noun,ばんそうこう,"plaster, band-aid",,,die Pflaster,,A2,german_vocab_master.xlsx,Gesundheit | Freizeit | noun | A2
pflege,die Pflege,die,noun,介護,care,,,,,A2,german_vocab_master.xlsx,Gesundheit | noun | A2
pflicht,die Pflicht,die,noun,義務,duty,,,die Pflichten,,B2,german_vocab_master.xlsx,Politik | noun | B2
philosophie,die Philosophie,die,noun,哲学,philosophy,,,die Philosophien,,B2,german_vocab_master.xlsx,Wissenschaft | noun | B2
physik,die Physik,die,noun,物理学,physics,,,,,B2,german_vocab_master.xlsx,Wissenschaft | noun | B2
pilz,die Pilz,der,noun,キノコ,mushroom,,,die Pilze,der Pilz,A2,german_vocab_master.xlsx,Essen | noun | A2
pizza,die Pizza,die,noun,ピザ,pizza,,,die Pizzen,,A2,german_vocab_master.xlsx,Essen | noun | A2
plan,der Plan,der,noun,計画,plan,,,die Pläne,,A2,german_vocab_master.xlsx,noun | A2
planen,planen,,verb,計画する,to plan,plante,hat geplant,,,A2,german_vocab_master.xlsx,verb | A2
plastikmüll,der Plastikmüll,der,noun,プラスチックごみ,plastic waste,,,,,B2,german_vocab_master.xlsx,Umwelt | noun | B2
plausibel,plausibel,,adj,もっともらしい,plausible,,,,,C1,german_vocab_master.xlsx,adj | C1
plausibel machen,plausibel machen,,verb,もっともらしく示す,to make plausible,machte plausibel,hat plausibel gemacht,,,C1,german_vocab_master.xlsx,verb | C1
pluralismus,der Pluralismus,der,noun,多元主義,pluralism,,,,,C1,german_vocab_master.xlsx,Gesellschaft | noun | C1
plötzlich,plötzlich,,adv,突然,suddenly,,,,,A2,german_vocab_master.xlsx,adv | A2
politik,die Politik,die,noun,政治,politics,,,,,A2,german_vocab_master.xlsx,noun | A2
politiker,der Politiker,der,noun,政治家,politician (m),,,die Politiker,,A2,german_vocab_master.xlsx,Wohnen | noun | A2
politikerin,die Politikerin,die,noun,政治家（女）,politician (f),,,die Politikerinnen,,A2,german_vocab_master.xlsx,Wohnen | noun | A2
polizei,die Polizei,die,noun,警察,police,,,,,B2,german_vocab_master.xlsx,Politik | noun | B2
polizist,der Polizist,der,noun,警察官（男）,police officer (m),,,die Polizisten,,A1,german_vocab_master.xlsx,noun | A1
polizistin,die Polizistin,die,noun,警察官（女）,police officer (f),,,die Polizistinnen,,A2,german_vocab_master.xlsx,noun | A2
pommes,die Pommes,die,noun,ポテトフライ,fries,,,,plural,A2,german_vocab_master.xlsx,Essen | noun | A2
post,die Post,die,noun,郵便,post,,,,,A2,german_vocab_master.xlsx,noun | A2
postkarte,die Postkarte,die,noun,はがき,postcard,,,die Postkarten,,A2,german_vocab_master.xlsx,noun | A2
praktikant,der Praktikant,der,noun,インターン,intern,,,die Praktikanten,,A2,german_vocab_master.xlsx,noun | A2
praktikum,das Praktikum,das,noun,インターンシップ,internship,,,die Praktika,,A2,german_vocab_master.xlsx,Arbeit | noun | A2
praktisch,praktisch,,adj,実用的な,practical,,,,,A2,german_vocab_master.xlsx,adj | A2
praxis,die Praxis,die,noun,診療所,doctor's practice,,,die Praxen,,A2,german_vocab_master.xlsx,Gesundheit | noun | A2
preiswert,preiswert,,adj,お買い得な,good value,,,,,A2,german_vocab_master.xlsx,Einkaufen | adj | A2
pressefreiheit,die Pressefreiheit,die,noun,報道の自由,press freedom,,,,,B2,german_vocab_master.xlsx,Politik | Medien | noun | B2
pressekonferenz,die Pressekonferenz,die,noun,記者会見,press conference,,,die Pressekonferenzen,,B2,german_vocab_master.xlsx,Medien | noun | B2
pressemitteilung,die Pressemitteilung,die,noun,プレスリリース,press release,,,die Pressemitteilungen,,B2,german_vocab_master.xlsx,Medien | noun | B2
prima,prima,,adj,最高の,great,,,,indeclinable,A2,german_vocab_master.xlsx,adj | A2
primär,primär,,adv,第一に,primarily,,,,,C1,german_vocab_master.xlsx,adv | C1
privat,privat,,adj,個人の,private,,,,,B2,german_vocab_master.xlsx,adj | B2
problem,das Problem,das,noun,問題,problem,,,die Probleme,,A1,german_vocab_master.xlsx,noun | A1
produktion,die Produktion,die,noun,生産,production,,,die Produktionen,,B2,german_vocab_master.xlsx,Wirtschaft | noun | B2
produktiv,produktiv,,adj,生産的な,productive,,,,,B2,german_vocab_master.xlsx,adj | B2
produktivität,die Produktivität,die,noun,生産性,productivity,,,,,B2,german_vocab_master.xlsx,Wirtschaft | noun | B2
produzieren,produzieren,,verb,生産する,to produce,produzierte,hat produziert,,,B2,german_vocab_master.xlsx,Wirtschaft | verb | B2
professor,der Professor,der,noun,教授,professor,,,die Professoren,,A2,german_vocab_master.xlsx,Schule | noun | A2
profitieren von (+dat.),profitieren von (+Dat.),,verb,〜から利益を得る,to profit from / benefit from,profitierte,profitiert,,,B1,german_vocab_master.xlsx,verb | B1
prognose,die Prognose,die,noun,予測／予報,prognosis / forecast,,,die Prognosen,,B1,german_vocab_master.xlsx,noun | B1
programm,das Programm,das,noun,プログラム,program,,,die Programme,,A2,german_vocab_master.xlsx,noun | A2
programmierer,der Programmierer,der,noun,プログラマー,programmer,,,die Programmierer,,A2,german_vocab_master.xlsx,Arbeit | noun | A2
projekt,das Projekt,das,noun,プロジェクト,project,,,die Projekte,,A2,german_vocab_master.xlsx,Arbeit | noun | A2
promotion,die Promotion,die,noun,博士号取得,doctorate,,,die Promotionen,,B2,german_vocab_master.xlsx,Bildung | noun | B2
präsident,der Präsident,der,noun,大統領,president,,,die Präsidenten,n-decl,A2,german_vocab_master.xlsx,noun | A2
präzisieren,präzisieren,,verb,明確化する,to specify,präzisierte,hat präzisiert,,,C1,german_vocab_master.xlsx,verb | C1
präzision,die Präzision,die,noun,正確性,precision,,,,,C1,german_vocab_master.xlsx,noun | C1
prüfung,die Prüfung,die,noun,試験,exam,,,die Prüfungen,,A1,german_vocab_master.xlsx,Schule | noun | A1
psychisch,psychisch,,adj,精神的な,psychological / mental / psychic,,,,,B1,german_vocab_master.xlsx,adj | B1
psychologie,die Psychologie,die,noun,心理学,psychology,,,,,B2,german_vocab_master.xlsx,Wissenschaft | noun | B2
publikum,das Publikum,das,noun,観客,audience,,,,,B2,german_vocab_master.xlsx,Medien | noun | B2
pullover,der Pullover,der,noun,セーター,pullover,,,die Pullover,,A1,german_vocab_master.xlsx,Kleidung | noun | A1
putzen,putzen,,verb,掃除する,to clean,putzte,hat geputzt,,,A2,german_vocab_master.xlsx,Wohnen | verb | A2
qualifiziert,qualifiziert,,adj,有資格の,qualified,,,,,B2,german_vocab_master.xlsx,adj | B2
qualität,die Qualität,die,noun,品質,quality,,,die Qualitäten,,B2,german_vocab_master.xlsx,noun | B2
quantität,die Quantität,die,noun,数量,quantity,,,die Quantitäten,,B2,german_vocab_master.xlsx,noun | B2
quelle,die Quelle,die,noun,源／情報源,source,,,die Quellen,,B2,german_vocab_master.xlsx,Medien | noun | B2
quittung,die Quittung,die,noun,領収書,receipt,,,die Quittungen,,A2,german_vocab_master.xlsx,Einkaufen | noun | A2
rabatt,der Rabatt,der,noun,割引,discount,,,die Rabatte,,A2,german_vocab_master.xlsx,Einkaufen | noun | A2
radeln,radeln,,verb,自転車で走る,to cycle / ride a bike,radelte,geradelt,,,B1,german_vocab_master.xlsx,Verkehr | verb | B1
radfahren,radfahren,,verb,自転車に乗る,to cycle,fuhr Rad,ist Rad gefahren,,irregular,A2,german_vocab_master.xlsx,Verkehr | Freizeit | verb | A2
radwegenetz,das Radwegenetz,das,noun,自転車道網,cycling path network,,,die Radwegenetze,,B1,german_vocab_master.xlsx,Verkehr | noun | B1
rahmen,der Rahmen,der,noun,枠組み／フレーム,frame / framework,,,die Rahmen,,B1,german_vocab_master.xlsx,noun | B1
raten zu (+dat.),raten zu (+Dat.),,verb,〜を勧める,to advise / recommend,riet,geraten,,,B1,german_vocab_master.xlsx,verb | B1
realisieren,realisieren,,verb,実現する／気づく,to realize,realisierte,hat realisiert,,,C1,german_vocab_master.xlsx,verb | C1
realisierung,die Realisierung,die,noun,実現,realization,,,die Realisierungen,,C1,german_vocab_master.xlsx,noun | C1
realistisch,realistisch,,adj,現実的な,realistic,,,,,B2,german_vocab_master.xlsx,adj | B2
realität,die Realität,die,noun,現実,reality,,,die Realitäten,,B2,german_vocab_master.xlsx,noun | B2
realschule,die Realschule,die,noun,実科学校,secondary school,,,die Realschulen,,A2,german_vocab_master.xlsx,Schule | noun | A2
recherche,die Recherche,die,noun,調査,research,,,die Recherchen,,B2,german_vocab_master.xlsx,Wissenschaft | Medien | noun | B2
recherchieren,recherchieren,,verb,調査する,to research,recherchierte,hat recherchiert,,,B2,german_vocab_master.xlsx,Wissenschaft | verb | B2
rechnen,rechnen,,verb,計算する,to calculate,rechnete,hat gerechnet,,,A2,german_vocab_master.xlsx,verb | A2
rechnen mit (+dat.),rechnen mit (+Dat.),,verb,〜を予期する,to expect / count on,rechnete,gerechnet,,,B1,german_vocab_master.xlsx,verb | B1
rechnung,die Rechnung,die,noun,請求書,"invoice, bill",,,die Rechnungen,,A2,german_vocab_master.xlsx,Einkaufen | noun | A2
recht,das Recht,das,noun,権利／法律,right / law,,,die Rechte,,B1,german_vocab_master.xlsx,noun | B1
rechtfertigen,rechtfertigen,,verb,正当化する,to justify,rechtfertigte,hat gerechtfertigt,,,C1,german_vocab_master.xlsx,verb | C1
rechtfertigung,die Rechtfertigung,die,noun,正当化,justification,,,die Rechtfertigungen,,C1,german_vocab_master.xlsx,noun | C1
rechts,rechts,,adv,右に,right,,,,,A1,german_vocab_master.xlsx,adv | A1
rechtsanwalt,der Rechtsanwalt,der,noun,弁護士,lawyer / attorney,,,die Rechtsanwälte,,B1,german_vocab_master.xlsx,noun | B1
rechtzeitig,rechtzeitig,,adv,時間通りに,on time / in time,,,,,B1,german_vocab_master.xlsx,Zeit | adv | B1
recycelbar,recycelbar,,adj,リサイクル可能な,recyclable,,,,,B1,german_vocab_master.xlsx,adj | B1
recyceln,recyceln,,verb,リサイクルする,to recycle,recycelte,hat recycelt,,,B2,german_vocab_master.xlsx,Umwelt | verb | B2
recycling,das Recycling,das,noun,リサイクル,recycling,,,,,B2,german_vocab_master.xlsx,Umwelt | noun | B2
referendum,das Referendum,das,noun,国民投票,referendum,,,die Referenden,,C1,german_vocab_master.xlsx,Politik | noun | C1
regen,der Regen,der,noun,雨,rain,,,,no plural,A1,german_vocab_master.xlsx,Wetter | noun | A1
regierung,die Regierung,die,noun,政府／内閣,government / cabinet,,,die Regierungen,,B1,german_vocab_master.xlsx,noun | B1
reichtum,der Reichtum,der,noun,富,wealth,,,,,C1,german_vocab_master.xlsx,Gesellschaft | noun | C1
reichweite,die Reichweite,die,noun,射程／影響範囲,"range, reach",,,die Reichweiten,,C1,german_vocab_master.xlsx,noun | C1
reinigen,reinigen,,verb,清掃する,to clean / purify,reinigte,gereinigt,,,B1,german_vocab_master.xlsx,verb | B1
reis,der Reis,der,noun,米,rice,,,,no plural,A1,german_vocab_master.xlsx,Essen | noun | A1
reise,die Reise,die,noun,旅行,trip,,,die Reisen,,A1,german_vocab_master.xlsx,Reisen | noun | A1
reiseführer,der Reiseführer,der,noun,ガイドブック,"guidebook, tour guide",,,die Reiseführer,,A2,german_vocab_master.xlsx,Reisen | noun | A2
reisen,reisen,,verb,旅行する,to travel,reiste,ist gereist,,,A1,german_vocab_master.xlsx,Reisen | verb | A1
reisepass,der Reisepass,der,noun,パスポート,passport,,,die Reisepässe,,A2,german_vocab_master.xlsx,Reisen | noun | A2
reklame,die Reklame,die,noun,広告,advertisement,,,die Reklamen,,B2,german_vocab_master.xlsx,Medien | noun | B2
relevant,relevant,,adj,関連する,relevant,,,,,B2,german_vocab_master.xlsx,adj | B2
religion,die Religion,die,noun,宗教,religion,,,die Religionen,,A2,german_vocab_master.xlsx,noun | A2
